Datetime,open,high,low,close,return_close,MA_8,MA_21,MA_30,MA_50,MA_100,MA_200,positive_returns,MA_UP,MA_DOWN,Derivada_8,Derivada_21,Derivada_30,Derivada_50,Derivada_100,Derivada_200,UP_series
2023-05-22 00:00:00+01:00,1.0820168256759644,1.0820168256759644,1.0820168256759644,1.0820168256759644,,,,,,,,False,False,False,,,,,,,0
2023-05-22 00:01:00+01:00,1.0820168256759644,1.0820168256759644,1.0820168256759644,1.0820168256759644,0.0,,,,,,,False,False,False,,,,,,,0
2023-05-22 00:02:00+01:00,1.0820168256759644,1.0820168256759644,1.0820168256759644,1.0820168256759644,0.0,,,,,,,False,False,False,,,,,,,0
2023-05-22 00:03:00+01:00,1.0821340084075928,1.0821340084075928,1.0821340084075928,1.0821340084075928,0.00010830028595454344,,,,,,,True,False,False,,,,,,,0
2023-05-22 00:04:00+01:00,1.0822510719299316,1.0822510719299316,1.0822510719299316,1.0822510719299316,0.00010817839697252474,,,,,,,True,False,False,,,,,,,0
2023-05-22 00:05:00+01:00,1.0822510719299316,1.0822510719299316,1.0822510719299316,1.0822510719299316,0.0,,,,,,,False,False,False,,,,,,,0
2023-05-22 00:06:00+01:00,1.0822510719299316,1.0822510719299316,1.0822510719299316,1.0822510719299316,0.0,,,,,,,False,False,False,,,,,,,0
2023-05-22 00:07:00+01:00,1.0822510719299316,1.0822510719299316,1.0822510719299316,1.0822510719299316,0.0,1.0821485966444016,,,,,,False,False,False,,,,,,,0
2023-05-22 00:08:00+01:00,1.0827198028564453,1.0827198028564453,1.0827198028564453,1.0827198028564453,0.0004331073802290586,1.0822364687919617,,,,,,True,False,False,8.787214756011963e-05,,,,,,0
2023-05-22 00:09:00+01:00,1.0824854373931885,1.0824854373931885,1.0824854373931885,1.0824854373931885,-0.0002164599397170841,1.0822950452566147,,,,,,False,False,False,5.857646465301514e-05,,,,,,0
2023-05-22 00:10:00+01:00,1.0829542875289917,1.0829542875289917,1.0829542875289917,1.0829542875289917,0.0004331237350705397,1.082412227988243,,,,,,True,False,False,0.00011718273162841797,,,,,,0
2023-05-22 00:11:00+01:00,1.082602620124817,1.082602620124817,1.082602620124817,1.082602620124817,-0.0003247296845532155,1.0824708044528961,,,,,,False,False,False,5.857646465301514e-05,,,,,,0
2023-05-22 00:12:00+01:00,1.082602620124817,1.082602620124817,1.082602620124817,1.082602620124817,0.0,1.0825147479772568,,,,,,False,False,False,4.394352436065674e-05,,,,,,0
2023-05-22 00:13:00+01:00,1.082602620124817,1.082602620124817,1.082602620124817,1.082602620124817,0.0,1.0825586915016174,,,,,,False,False,False,4.394352436065674e-05,,,,,,0
2023-05-22 00:14:00+01:00,1.082602620124817,1.082602620124817,1.082602620124817,1.082602620124817,0.0,1.082602635025978,,,,,,False,False,False,4.394352436065674e-05,,,,,,0
2023-05-22 00:15:00+01:00,1.082602620124817,1.082602620124817,1.082602620124817,1.082602620124817,0.0,1.0826465785503387,,,,,,False,False,False,4.394352436065674e-05,,,,,,0
2023-05-22 00:16:00+01:00,1.0827198028564453,1.0827198028564453,1.0827198028564453,1.0827198028564453,0.0001082416848527945,1.0826465785503387,,,,,,True,False,False,0.0,,,,,,0
2023-05-22 00:17:00+01:00,1.082602620124817,1.082602620124817,1.082602620124817,1.082602620124817,-0.00010822996985859756,1.0826612263917923,,,,,,False,False,False,1.4647841453552246e-05,,,,,,0
2023-05-22 00:18:00+01:00,1.082602620124817,1.082602620124817,1.082602620124817,1.082602620124817,0.0,1.0826172679662704,,,,,,False,False,False,-4.3958425521850586e-05,,,,,,0
2023-05-22 00:19:00+01:00,1.0829542875289917,1.0829542875289917,1.0829542875289917,1.0829542875289917,0.0003248351681748307,1.0826612263917923,,,,,,True,False,False,4.3958425521850586e-05,,,,,,0
2023-05-22 00:20:00+01:00,1.0827198028564453,1.0827198028564453,1.0827198028564453,1.0827198028564453,-0.0002165231489884567,1.0826758742332458,1.0824743111928303,,,,,False,True,False,1.4647841453552246e-05,,,,,,1
2023-05-22 00:21:00+01:00,1.0827198028564453,1.0827198028564453,1.0827198028564453,1.0827198028564453,0.0,1.0826905220746994,1.0825077862966628,,,,,False,True,False,1.4647841453552246e-05,3.347510383244767e-05,,,,,1
2023-05-22 00:22:00+01:00,1.082602620124817,1.082602620124817,1.082602620124817,1.082602620124817,-0.00010822996985859756,1.0826905220746994,1.0825356812704177,,,,,False,False,False,0.0,2.7894973754882812e-05,,,,,0
2023-05-22 00:23:00+01:00,1.082602620124817,1.082602620124817,1.082602620124817,1.082602620124817,0.0,1.0826905220746994,1.0825635762441725,,,,,False,False,False,0.0,2.7894973754882812e-05,,,,,0
2023-05-22 00:24:00+01:00,1.082602620124817,1.082602620124817,1.082602620124817,1.082602620124817,0.0,1.0826758742332458,1.0825858910878499,,,,,False,False,False,-1.4647841453552246e-05,2.2314843677317953e-05,,,,,0
2023-05-22 00:25:00+01:00,1.082602620124817,1.082602620124817,1.082602620124817,1.082602620124817,0.0,1.0826758742332458,1.0826026314780826,,,,,False,False,False,0.0,1.674039023269458e-05,,,,,0
2023-05-22 00:26:00+01:00,1.0824854373931885,1.0824854373931885,1.0824854373931885,1.0824854373931885,-0.0001082416848527945,1.0826612263917923,1.0826137917382377,,,,,False,False,False,-1.4647841453552246e-05,1.116026015512972e-05,,,,,0
2023-05-22 00:27:00+01:00,1.0827198028564453,1.0827198028564453,1.0827198028564453,1.0827198028564453,0.000216506804767036,1.082631915807724,1.0826361122585477,,,,,True,False,True,-2.931058406829834e-05,2.2320520310037395e-05,,,,,0
2023-05-22 00:28:00+01:00,1.0828369855880737,1.0828369855880737,1.0828369855880737,1.0828369855880737,0.00010822996985848654,1.0826465636491776,1.0826640129089355,,,,,True,False,False,1.4647841453552246e-05,2.79006503878243e-05,,,,,0
2023-05-22 00:29:00+01:00,1.082602620124817,1.082602620124817,1.082602620124817,1.082602620124817,-0.00021643651479963388,1.082631915807724,1.082658432778858,1.0825245221455893,,,,False,False,True,-1.4647841453552246e-05,-5.58013007756486e-06,,,,,0
2023-05-22 00:30:00+01:00,1.08236825466156,1.08236825466156,1.08236825466156,1.08236825466156,-0.00021648336970570004,1.082602620124817,1.0826528526487804,1.082536236445109,,,,False,False,True,-2.9295682907104492e-05,-5.58013007756486e-06,1.1714299519738347e-05,,,,0
2023-05-22 00:31:00+01:00,1.08236825466156,1.08236825466156,1.08236825466156,1.08236825466156,0.0,1.0825733244419098,1.0826249463217599,1.082547950744629,,,,False,False,True,-2.9295682907104492e-05,-2.7906327020543742e-05,1.1714299519960392e-05,,,,0
2023-05-22 00:32:00+01:00,1.08236825466156,1.08236825466156,1.08236825466156,1.08236825466156,0.0,1.0825440287590027,1.0826137860616047,1.0825596650441487,,,,False,False,True,-2.9295682907104492e-05,-1.116026015512972e-05,1.1714299519738347e-05,,,,0
2023-05-22 00:33:00+01:00,1.082602620124817,1.082602620124817,1.082602620124817,1.082602620124817,0.00021653024490264627,1.0825440287590027,1.0826137860616047,1.0825752854347228,,,,True,False,False,0.0,0.0,1.5620390574122567e-05,,,,0
2023-05-22 00:34:00+01:00,1.08236825466156,1.08236825466156,1.08236825466156,1.08236825466156,-0.00021648336970570004,1.0825293809175491,1.0826026258014498,1.0825791915257772,,,,False,False,True,-1.4647841453552246e-05,-1.1160260154907675e-05,3.90609105438422e-06,,,,0
2023-05-22 00:35:00+01:00,1.08236825466156,1.08236825466156,1.08236825466156,1.08236825466156,0.0,1.0824854373931885,1.0825914655412947,1.0825830976168314,,,,False,False,True,-4.394352436065674e-05,-1.116026015512972e-05,3.906091054162175e-06,,,,0
2023-05-22 00:36:00+01:00,1.0827198028564453,1.0827198028564453,1.0827198028564453,1.0827198028564453,0.00032479536735419146,1.082470789551735,1.0825970456713723,1.0825987219810487,,,,True,False,True,-1.4647841453552246e-05,5.58013007756486e-06,1.5624364217314834e-05,,,,0
2023-05-22 00:37:00+01:00,1.0824854373931885,1.0824854373931885,1.0824854373931885,1.0824854373931885,-0.0002164599397170841,1.0824561417102814,1.0825858854112171,1.0826065341631572,,,,False,False,True,-1.4647841453552246e-05,-1.116026015512972e-05,7.812182108546395e-06,,,,0
2023-05-22 00:38:00+01:00,1.08236825466156,1.08236825466156,1.08236825466156,1.08236825466156,-0.000108253402383518,1.0824561417102814,1.082574725151062,1.0825948158899943,,,,False,False,False,0.0,-1.116026015512972e-05,-1.1718273162930615e-05,,,,0
2023-05-22 00:39:00+01:00,1.08236825466156,1.08236825466156,1.08236825466156,1.08236825466156,0.0,1.0824561417102814,1.0825635648909069,1.0825909097989401,,,,False,False,False,0.0,-1.116026015512972e-05,-3.906091054162175e-06,,,,0
2023-05-22 00:40:00+01:00,1.08236825466156,1.08236825466156,1.08236825466156,1.08236825466156,0.0,1.0824561417102814,1.0825356585638863,1.0825713753700257,,,,False,False,False,0.0,-2.7906327020543742e-05,-1.9534428914447233e-05,,,,0
2023-05-22 00:41:00+01:00,1.08236825466156,1.08236825466156,1.08236825466156,1.08236825466156,0.0,1.0824268460273743,1.0825189181736536,1.0825635631879171,,,,False,False,True,-2.9295682907104492e-05,-1.674039023269458e-05,-7.812182108546395e-06,,,,0
