Date,open,high,low,close,return_close,MA_8,MA_21,MA_30,MA_50,MA_100,MA_200,positive_returns,MA_UP,MA_DOWN,Derivada_8,Derivada_21,Derivada_30,Derivada_50,Derivada_100,Derivada_200,UP_series
2017-12-18 00:00:00-05:00,20650.0,20650.0,18345.0,19100.0,,,,,,,,False,False,False,,,,,,,0
2017-12-19 00:00:00-05:00,19135.0,19725.0,17180.0,18200.0,-0.04712041884816753,,,,,,,False,False,False,,,,,,,0
2017-12-20 00:00:00-05:00,17745.0,18350.0,16435.0,17040.0,-0.06373626373626373,,,,,,,False,False,False,,,,,,,0
2017-12-21 00:00:00-05:00,16400.0,17270.0,15080.0,15330.0,-0.10035211267605637,,,,,,,False,False,False,,,,,,,0
2017-12-22 00:00:00-05:00,15595.0,15825.0,12265.0,14135.0,-0.07795172863666011,,,,,,,False,False,False,,,,,,,0
2017-12-26 00:00:00-05:00,13900.0,16100.0,13700.0,15785.0,0.11673151750972766,,,,,,,True,False,False,,,,,,,0
2017-12-27 00:00:00-05:00,15655.0,16545.0,14460.0,14690.0,-0.06936965473550838,,,,,,,False,False,False,,,,,,,0
2017-12-28 00:00:00-05:00,15150.0,15280.0,13360.0,13745.0,-0.06432947583390058,16003.125,,,,,,False,False,False,,,,,,,0
2017-12-29 00:00:00-05:00,13965.0,15005.0,13835.0,14470.0,0.05274645325572935,15424.375,,,,,,True,False,False,-578.75,,,,,,0
2018-01-02 00:00:00-05:00,13955.0,15245.0,13080.0,14855.0,0.026606772633033904,15006.25,,,,,,True,False,False,-418.125,,,,,,0
2018-01-03 00:00:00-05:00,14900.0,15450.0,14650.0,14975.0,0.008078088185796028,14748.125,,,,,,True,False,False,-258.125,,,,,,0
2018-01-04 00:00:00-05:00,14925.0,15470.0,14205.0,14900.0,-0.005008347245408995,14694.375,,,,,,False,False,False,-53.75,,,,,,0
2018-01-05 00:00:00-05:00,15085.0,16845.0,14870.0,16590.0,0.11342281879194638,15001.25,,,,,,True,False,False,306.875,,,,,,0
2018-01-08 00:00:00-05:00,16425.0,16455.0,13870.0,14905.0,-0.1015672091621459,14891.25,,,,,,False,False,False,-110.0,,,,,,0
2018-01-09 00:00:00-05:00,14675.0,15365.0,14185.0,14750.0,-0.01039919490103991,14898.75,,,,,,False,False,False,7.5,,,,,,0
2018-01-10 00:00:00-05:00,14405.0,14720.0,13480.0,14450.0,-0.02033898305084747,14986.875,,,,,,False,False,False,88.125,,,,,,0
2018-01-11 00:00:00-05:00,14500.0,14910.0,12820.0,13385.0,-0.07370242214532874,14851.25,,,,,,False,False,False,-135.625,,,,,,0
2018-01-12 00:00:00-05:00,13000.0,14080.0,12850.0,13945.0,0.04183787822189022,14737.5,,,,,,True,False,False,-113.75,,,,,,0
2018-01-16 00:00:00-05:00,13600.0,14280.0,11160.0,11160.0,-0.19971315883829333,14260.625,,,,,,False,False,False,-476.875,,,,,,0
2018-01-17 00:00:00-05:00,11190.0,11800.0,9225.0,10945.0,-0.01926523297491034,13766.25,,,,,,False,False,False,-494.375,,,,,,0
2018-01-18 00:00:00-05:00,11125.0,12075.0,10645.0,11815.0,0.07948835084513473,13169.375,14722.380952380952,,,,,True,False,True,-596.875,,,,,,0
2018-01-19 00:00:00-05:00,11335.0,12030.0,10990.0,11360.0,-0.03851036817604736,12726.25,14353.809523809523,,,,,False,False,True,-443.125,-368.57142857142935,,,,,0
2018-01-22 00:00:00-05:00,11300.0,11830.0,9955.0,10355.0,-0.08846830985915488,12176.875,13980.238095238095,,,,,False,False,True,-549.375,-373.57142857142753,,,,,0
2018-01-23 00:00:00-05:00,10625.0,11350.0,9865.0,11095.0,0.07146306132303226,11757.5,13697.142857142857,,,,,True,False,True,-419.375,-283.0952380952385,,,,,0
2018-01-24 00:00:00-05:00,10790.0,11455.0,10435.0,11115.0,0.0018026137899955774,11473.75,13496.42857142857,,,,,True,False,True,-283.75,-200.71428571428623,,,,,0
2018-01-25 00:00:00-05:00,11090.0,11710.0,10830.0,11245.0,0.011695906432748648,11136.25,13358.809523809523,,,,,True,False,True,-337.5,-137.6190476190477,,,,,0
2018-01-26 00:00:00-05:00,11355.0,11570.0,10925.400390625,10925.400390625,-0.028421485938194713,11106.925048828125,13127.40001860119,,,,,False,False,True,-29.324951171875,-231.40950520833212,,,,,0
2018-01-29 00:00:00-05:00,11510.0,11775.0,10970.0,11170.0,0.022388159758876203,11135.050048828125,12959.780970982143,,,,,True,False,False,28.125,-167.6190476190477,,,,,0
2018-01-30 00:00:00-05:00,11120.0,11245.0,9720.0,9940.0,-0.11011638316920325,10900.675048828125,12778.590494791666,,,,,False,False,True,-234.375,-181.19047619047706,,,,,0
2018-01-31 00:00:00-05:00,10000.0,10275.0,9500.0,10000.0,0.006036217303822866,10730.675048828125,12565.733351934523,13545.8466796875,,,,True,False,True,-170.0,-212.85714285714312,,,,,0
2018-02-01 00:00:00-05:00,10020.0,10175.0,8480.0,9090.0,-0.09099999999999997,10572.550048828125,12291.209542410714,13212.180013020834,,,,False,False,True,-158.125,-274.5238095238092,-333.66666666666606,,,,0
2018-02-02 00:00:00-05:00,8890.0,9075.0,7750.0,8585.0,-0.05555555555555558,10258.800048828125,11986.923828125,12891.680013020834,,,,False,False,True,-313.75,-304.28571428571377,-320.5,,,,0
2018-02-05 00:00:00-05:00,8305.0,8315.0,6870.0,7260.0,-0.1543389633080955,9776.925048828125,11623.114304315477,12565.680013020834,,,,False,False,True,-481.875,-363.80952380952294,-326.0,,,,0
2018-02-06 00:00:00-05:00,6850.0,7920.0,5970.0,7550.0,0.03994490358126712,9315.050048828125,11192.638113839286,12306.3466796875,,,,True,False,True,-461.875,-430.4761904761908,-259.33333333333394,,,,0
2018-02-07 00:00:00-05:00,7620.0,8540.0,7235.0,8245.0,0.09205298013245033,8980.0,10875.49525669643,12110.013346354166,,,,True,False,True,-335.050048828125,-317.1428571428569,-196.33333333333394,,,,0
2018-02-08 00:00:00-05:00,7790.0,8690.0,7645.0,8325.0,0.009702850212249814,8624.375,10569.542875744048,11861.3466796875,,,,True,False,True,-355.625,-305.95238095238165,-248.66666666666606,,,,0
2018-02-09 00:00:00-05:00,8165.0,8770.0,7715.0,8610.0,0.03423423423423433,8458.125,10291.44763764881,11658.680013020834,,,,True,False,True,-166.25,-278.0952380952385,-202.66666666666606,,,,0
2018-02-12 00:00:00-05:00,8380.0,8920.0,8075.0,8860.0,0.029036004645760727,8315.625,10075.971447172618,11495.8466796875,,,,True,False,True,-142.5,-215.47619047619082,-162.83333333333394,,,,0
2018-02-13 00:00:00-05:00,8925.0,9000.0,8335.0,8700.0,-0.018058690744920947,8266.875,9826.209542410714,11303.513346354166,,,,False,False,True,-48.75,-249.7619047619046,-192.33333333333394,,,,0
2018-02-14 00:00:00-05:00,8505.0,9390.0,8505.0,9290.0,0.06781609195402294,8355.0,9737.161923363095,11118.013346354166,,,,True,False,False,88.125,-89.04761904761835,-185.5,,,,0
2018-02-15 00:00:00-05:00,9400.0,10180.0,9375.0,10090.0,0.08611410118406893,8708.75,9696.44763764881,10955.180013020834,,,,True,False,False,353.75,-40.714285714286234,-162.83333333333212,,,,0
2018-02-16 00:00:00-05:00,10090.0,10265.0,9675.0,10020.0,-0.0069375619425173785,9017.5,9610.971447172618,10792.513346354166,,,,False,False,False,308.75,-85.47619047619082,-162.66666666666788,,,,0
2018-02-20 00:00:00-05:00,10350.0,11760.0,10315.0,11735.0,0.17115768463073855,9453.75,9628.828590029761,10630.680013020834,,,,True,False,False,436.25,17.857142857143117,-161.83333333333212,,,,0
2018-02-21 00:00:00-05:00,11240.0,11340.0,10220.0,10370.0,-0.11631870472944184,9709.375,9629.542875744048,10479.513346354166,,,,False,True,False,255.625,0.714285714286234,-151.16666666666788,,,,1
2018-02-22 00:00:00-05:00,10505.0,10900.0,9710.0,10085.0,-0.02748312439729994,9893.75,9581.44763764881,10324.013346354166,,,,False,True,False,184.375,-48.09523809523853,-155.5,,,,1
