1558087200042,7553.7,3.0
1558087200086,7554.0,11.0
1558087200090,7553.7,3.0
1558087200290,7554.0,11.0
1558087200348,7553.7,3.0
1558087200365,7554.0,11.0
1558087200528,7553.7,3.0
1558087200694,7553.5,3.0
1558087200745,7553.4,8.0
1558087201043,7553.2,3.0
1558087201188,7553.4,3.0
1558087201442,7553.2,3.0
1558087201573,7553.1,8.0
1558087201749,7553.4,8.0
1558087203096,7553.2,3.0
1558087203204,7553.1,8.0
1558087203226,7553.0,3.0
1558087203228,7553.1,8.0
1558087203634,7553.0,3.0
1558087203687,7552.9,8.0
1558087203727,7552.5,3.0
1558087203728,7552.7,3.0
1558087203778,7552.6,8.0
1558087204045,7552.5,3.0
1558087204097,7552.4,8.0
1558087204263,7552.2,3.0
1558087204267,7552.0,3.0
1558087204273,7551.7,3.0
1558087204278,7551.5,3.0
1558087204286,7551.7,3.0
1558087204323,7551.6,8.0
1558087204500,7551.9,8.0
1558087206007,7552.2,11.0
1558087206009,7552.5,11.0
1558087206019,7552.7,3.0
1558087206069,7552.6,8.0
1558087208002,7552.5,3.0
1558087208056,7552.4,8.0
1558087209039,7552.8,8.0
1558087209040,7553.0,3.0
1558087209089,7552.9,8.0
1558087210042,7552.7,3.0
1558087210094,7552.6,8.0
1558087211809,7553.0,3.0
1558087211860,7552.9,8.0
1558087212500,7552.7,3.0
1558087212513,7552.5,3.0
1558087212515,7552.7,3.0
1558087212566,7552.6,8.0
1558087213041,7552.5,3.0
1558087213094,7552.4,8.0
1558087214552,7552.7,3.0
1558087214558,7553.0,3.0
1558087214608,7552.9,8.0
1558087214975,7552.7,3.0
1558087214977,7552.9,8.0
1558087216247,7552.7,3.0
1558087216300,7552.6,8.0
1558087217666,7552.5,3.0
1558087217720,7552.4,8.0
1558087217962,7552.7,3.0
1558087218012,7552.6,8.0
1558087218171,7552.5,3.0
1558087218183,7552.2,3.0
1558087218194,7552.5,3.0
1558087218243,7552.4,8.0
1558087219073,7552.7,3.0
1558087219074,7552.8,8.0
1558087219075,7553.0,3.0
1558087219125,7552.9,8.0
1558087219149,7552.7,3.0
1558087219174,7552.9,8.0
1558087219475,7552.7,3.0
1558087219529,7552.6,8.0
1558087220044,7552.5,3.0
1558087220095,7552.4,8.0
1558087220370,7552.5,3.0
1558087220382,7552.7,3.0
1558087220383,7552.5,3.0
1558087220447,7552.4,8.0
1558087220523,7552.2,3.0
1558087220526,7552.0,3.0
1558087220535,7552.2,3.0
1558087220587,7552.1,8.0
1558087221041,7552.0,3.0
1558087221094,7551.9,8.0
1558087221619,7552.2,11.0
1558087221651,7552.0,3.0
1558087221704,7551.9,8.0
1558087222042,7551.7,3.0
1558087222094,7551.6,8.0
1558087222359,7551.9,8.0
1558087222361,7552.2,8.0
1558087222365,7552.5,11.0
1558087222414,7552.4,8.0
1558087224335,7552.0,3.0
1558087224339,7551.7,3.0
1558087224349,7552.0,3.0
1558087224387,7551.9,8.0
1558087224407,7551.7,3.0
1558087224408,7551.5,3.0
1558087224409,7551.7,3.0
1558087224461,7551.6,8.0
1558087224506,7551.5,3.0
1558087224510,7551.6,8.0
1558087225489,7551.7,3.0
1558087225542,7551.6,8.0
1558087226119,7551.9,8.0
1558087226281,7551.7,3.0
1558087226335,7551.6,8.0
1558087230042,7551.5,3.0
1558087230044,7551.6,8.0
1558087230208,7551.5,3.0
1558087230212,7551.2,3.0
1558087230248,7551.5,3.0
1558087230300,7551.4,8.0
1558087231510,7551.6,8.0
1558087232426,7551.5,3.0
1558087232478,7551.4,8.0
1558087233840,7551.6,8.0
1558087237045,7551.5,3.0
1558087237048,7551.6,8.0
1558087240045,7551.2,3.0
1558087240328,7551.5,3.0
1558087240378,7551.4,8.0
1558087240989,7551.2,3.0
1558087240990,7551.4,8.0
1558087241040,7551.2,3.0
1558087241093,7551.1,8.0
1558087241227,7551.5,3.0
1558087241278,7551.4,8.0
1558087242906,7551.2,3.0
1558087242907,7551.0,3.0
1558087242919,7551.2,3.0
1558087242970,7551.1,8.0
1558087244532,7551.0,3.0
1558087244561,7551.1,8.0
1558087244746,7551.0,3.0
1558087244776,7551.1,8.0
1558087245245,7551.5,3.0
1558087245264,7551.2,3.0
1558087245317,7551.1,8.0
1558087245695,7551.5,3.0
1558087245745,7551.4,8.0
1558087245774,7551.2,3.0
1558087245827,7551.3,8.0
1558087245828,7551.4,8.0
1558087246034,7551.2,3.0
1558087246050,7551.4,8.0
1558087246051,7551.2,3.0
1558087246077,7551.0,3.0
1558087246086,7551.2,3.0
1558087246092,7551.4,8.0
1558087246241,7551.6,8.0
1558087246416,7551.5,3.0
1558087246468,7551.4,8.0
1558087247079,7551.6,8.0
1558087249099,7551.5,3.0
1558087249152,7551.4,8.0
1558087249871,7551.2,3.0
1558087249924,7551.1,8.0
1558087251734,7551.5,3.0
1558087251739,7551.2,3.0
1558087251751,7551.5,3.0
1558087251802,7551.4,8.0
1558087251806,7551.2,3.0
1558087251816,7551.4,8.0
1558087252113,7551.2,3.0
1558087252160,7551.4,8.0
1558087252198,7551.2,3.0
1558087252228,7551.4,8.0
1558087252924,7551.2,3.0
1558087252938,7551.4,8.0
1558087253963,7551.2,3.0
1558087254016,7551.1,8.0
1558087254416,7551.5,3.0
1558087254466,7551.4,8.0
1558087255432,7551.2,3.0
1558087255447,7551.0,3.0
1558087255448,7551.2,3.0
1558087255456,7551.0,3.0
1558087255504,7550.9,8.0
1558087256041,7550.7,3.0
1558087256053,7550.9,8.0
1558087256244,7550.7,3.0
1558087256296,7550.6,8.0
1558087257043,7550.5,3.0
1558087257045,7550.6,8.0
1558087257047,7550.5,3.0
1558087257048,7550.6,8.0
1558087257137,7551.0,11.0
1558087257186,7550.9,8.0
1558087260346,7550.7,3.0
1558087260367,7550.9,8.0
1558087262021,7551.2,3.0
1558087262072,7551.1,8.0
1558087262188,7551.0,3.0
1558087262192,7551.1,8.0
1558087262193,7551.0,3.0
1558087262244,7550.9,8.0
1558087264525,7550.7,3.0
1558087264526,7550.9,8.0
1558087266163,7550.7,3.0
1558087266165,7550.5,3.0
1558087266170,7550.2,3.0
1558087266180,7550.5,3.0
1558087266182,7550.7,3.0
1558087266193,7550.5,3.0
1558087266194,7550.7,3.0
